gene,vP0_1,vP0_2,vP4_1,vP4_2,vP7_1,vP7_2,vAd_1,vAd_2
ENSMUSG00000043484.4,3,5,0,1,3,1,0,1
ENSMUSG00000106986.2,0,0,0,0,0,0,0,0
ENSMUSG00000029158.10,702,708,903,986,719,656,1729,1347
ENSMUSG00000107291.2,0,1,1,0,0,0,0,0
ENSMUSG00000029208.17,724,997,861,994,522,529,716,596
ENSMUSG00000029209.16,158,238,205,224,133,120,123,97
ENSMUSG00000080566.3,0,0,0,0,0,0,0,0
ENSMUSG00000084579.4,0,0,0,0,0,0,0,0
ENSMUSG00000106284.2,0,0,0,0,0,0,0,0
ENSMUSG00000088863.3,0,0,0,0,0,0,0,0
ENSMUSG00000118789.2,0,0,0,0,0,0,0,0
ENSMUSG00000106613.2,0,0,0,0,0,0,0,0
ENSMUSG00000106549.2,0,0,0,0,0,0,0,0
ENSMUSG00000001260.11,0,1,0,0,0,0,0,0
ENSMUSG00000000560.10,0,0,2,0,0,0,1,0
ENSMUSG00000049387.11,2,1,0,3,1,2,2,1
ENSMUSG00000029211.12,7,7,1,5,0,2,0,0
ENSMUSG00000029212.12,12,13,11,14,6,2,2,0
ENSMUSG00000105489.2,0,0,0,0,0,0,0,0
ENSMUSG00000080736.2,0,1,0,0,0,0,0,0
ENSMUSG00000082705.2,3,1,1,0,2,0,0,0
ENSMUSG00000029213.12,435,495,355,466,247,257,428,370
ENSMUSG00000105016.2,0,0,0,0,0,0,0,0
ENSMUSG00000046808.18,543,536,437,550,275,320,651,553
ENSMUSG00000005220.11,2091,2588,1164,1138,857,778,3538,4355
ENSMUSG00000089195.3,0,0,1,0,0,1,0,0
ENSMUSG00000093400.2,3,3,2,0,0,1,3,2
ENSMUSG00000093644.2,2,6,0,1,1,0,0,4
ENSMUSG00000119356.1,0,2,2,1,0,0,2,0
ENSMUSG00000093771.2,5,7,2,6,5,0,3,1
ENSMUSG00000072889.10,288,343,247,294,152,165,129,96
ENSMUSG00000105510.2,1,1,2,0,1,1,2,1
ENSMUSG00000105865.3,1,1,1,1,1,1,1,0
ENSMUSG00000063935.4,0,0,0,0,0,0,0,0
ENSMUSG00000060204.7,0,0,0,0,0,0,0,0
ENSMUSG00000067220.13,0,0,0,0,0,0,0,0
ENSMUSG00000105124.3,0,1,1,1,1,0,1,0
ENSMUSG00000106136.3,0,0,0,0,0,0,0,0
ENSMUSG00000067219.10,0,0,0,2,1,0,0,0
ENSMUSG00000054892.15,2,5,1,1,3,2,0,1
ENSMUSG00000105089.3,0,0,0,0,0,0,0,0
ENSMUSG00000029217.17,340,499,405,464,252,313,279,266
ENSMUSG00000106739.2,11,13,12,8,5,10,13,4
ENSMUSG00000052154.5,9,23,22,15,5,8,18,14
ENSMUSG00000036087.19,2530,2912,2464,2858,1798,1756,3685,3106
ENSMUSG00000063656.7,0,1,0,0,0,1,0,0
ENSMUSG00002076468.1,4,5,7,8,5,2,4,4
ENSMUSG00000029219.11,5,3,0,8,2,0,3,1
ENSMUSG00000081849.3,1,1,1,4,1,2,0,0
ENSMUSG00000107373.2,1,1,3,5,4,2,0,0
ENSMUSG00000070733.14,2117,2422,1728,2138,1243,1096,1315,1011
ENSMUSG00000107171.2,17,16,16,17,10,12,8,8
ENSMUSG00000086376.3,1,1,0,0,1,0,0,0
ENSMUSG00000107109.2,1,3,5,1,1,2,1,2
ENSMUSG00000090561.3,1,2,0,3,0,0,1,0
ENSMUSG00000107087.2,0,0,0,1,0,0,0,0
ENSMUSG00000100175.7,0,4,3,3,2,1,2,0
ENSMUSG00000106999.2,5,8,10,7,6,6,12,6
ENSMUSG00000029152.14,3068,3461,2772,3116,1903,1776,3117,3108
ENSMUSG00000107292.2,0,0,0,0,0,0,0,0
ENSMUSG00000107331.2,117,182,111,116,79,75,162,150
ENSMUSG00000029153.12,168,160,231,138,126,81,121,138
ENSMUSG00000107272.2,0,1,0,0,0,0,2,0
ENSMUSG00000106958.2,0,0,0,0,0,0,0,0
ENSMUSG00000029154.14,2,2,1,2,1,0,0,0
ENSMUSG00000106675.2,0,0,0,0,0,0,0,0
ENSMUSG00000082039.3,0,1,0,0,0,0,0,0
ENSMUSG00000051674.16,595,589,544,599,398,333,462,477
ENSMUSG00000067206.4,9,7,11,3,0,2,0,5
ENSMUSG00000029156.12,1619,1874,2330,2123,1834,1372,3055,2962
ENSMUSG00000106773.2,1,3,2,2,0,0,0,0
ENSMUSG00000029155.17,35,42,45,35,17,18,17,4
ENSMUSG00000107027.2,0,1,0,0,0,0,0,0
ENSMUSG00000106968.2,3,1,0,1,0,1,1,0
ENSMUSG00000054814.15,1164,1291,1119,1365,661,613,640,590
ENSMUSG00000087250.3,0,1,2,0,2,2,0,0
ENSMUSG00000086234.4,3,1,2,2,1,0,0,0
ENSMUSG00000106993.2,15,17,17,14,10,12,4,3
ENSMUSG00000106973.2,2,5,3,7,3,4,2,1
ENSMUSG00000107255.2,2,0,0,1,0,1,1,1
ENSMUSG00000106943.3,41,68,51,53,34,42,17,23
ENSMUSG00000093355.3,0,0,0,0,0,0,0,0
ENSMUSG00000106735.2,10,14,11,9,4,2,3,15
ENSMUSG00000049907.9,820,777,1002,927,472,552,302,341
ENSMUSG00000062110.15,175,164,141,163,119,135,145,137
ENSMUSG00000107209.2,0,0,0,0,0,0,0,0
ENSMUSG00000080700.3,0,0,0,0,0,0,0,0
ENSMUSG00000084132.3,0,0,1,2,1,2,2,0
ENSMUSG00000107009.2,2,6,2,4,8,2,0,0
ENSMUSG00000106992.2,5,5,3,0,2,7,2,2
ENSMUSG00000029227.16,1126,1430,1091,1366,716,750,735,682
ENSMUSG00000107165.2,5,17,12,19,10,4,6,3
ENSMUSG00000029228.16,35,32,75,125,104,117,385,262
ENSMUSG00000085657.8,0,0,1,0,0,0,5,1
ENSMUSG00000085497.3,0,0,0,0,0,0,1,2
ENSMUSG00000106987.2,4,2,3,1,0,0,0,0
ENSMUSG00000106806.2,0,0,0,0,0,0,0,0
ENSMUSG00000072874.5,0,1,0,0,0,0,0,0
ENSMUSG00000107306.2,2,3,2,2,1,2,2,1
ENSMUSG00000029229.9,484,447,332,430,308,263,292,246
ENSMUSG00000107205.2,11,7,14,16,8,10,7,7
ENSMUSG00000107162.2,2,1,2,0,1,0,0,0
ENSMUSG00000035946.8,0,0,0,0,0,0,0,0
ENSMUSG00000106900.2,0,0,0,0,0,0,0,0
ENSMUSG00000107192.2,0,1,1,0,0,0,0,0
ENSMUSG00000107258.3,0,0,0,0,0,0,0,0
ENSMUSG00000029231.16,1253,1298,1131,1437,1231,980,989,712
ENSMUSG00000106760.2,0,0,0,0,0,0,0,0
ENSMUSG00000107245.2,2,5,2,3,1,1,0,3
ENSMUSG00000099060.3,0,1,0,0,0,0,0,1
ENSMUSG00000106704.2,0,0,0,0,0,0,0,0
ENSMUSG00000106689.2,0,0,0,0,0,0,0,0
ENSMUSG00002076047.1,0,0,0,0,0,0,0,0
ENSMUSG00000107386.2,0,0,0,0,0,0,0,0
ENSMUSG00000089078.3,0,0,0,0,0,0,0,0
ENSMUSG00000005672.13,499,409,493,693,271,282,102,92
ENSMUSG00000106754.2,3,1,2,2,2,2,1,1
ENSMUSG00000107251.2,4,10,5,9,7,9,7,5
ENSMUSG00000106726.2,0,0,2,0,0,0,0,0
ENSMUSG00000107061.2,12,9,11,7,4,0,2,2
ENSMUSG00000103684.2,2,0,0,0,0,0,0,0
ENSMUSG00000100936.2,0,0,0,1,0,0,0,0
ENSMUSG00002075712.1,0,0,0,0,0,0,0,0
ENSMUSG00000062960.11,4213,4695,4980,6080,4117,3788,3121,3696
ENSMUSG00002075417.1,0,0,0,1,0,0,0,0
ENSMUSG00000106756.2,0,0,0,0,0,0,0,0
ENSMUSG00000107020.2,2,1,3,2,0,1,0,2
ENSMUSG00000029233.16,302,275,254,250,164,149,107,113
ENSMUSG00000029234.14,771,766,680,816,418,409,364,321
ENSMUSG00000083152.2,3,10,2,4,3,5,5,1
ENSMUSG00000029238.12,1087,1792,1430,1775,1108,1018,1087,1030
ENSMUSG00000106831.2,82,95,73,109,54,47,64,61
ENSMUSG00000106815.2,5,10,4,4,4,2,3,0
ENSMUSG00000098449.2,4,4,4,5,2,1,3,1
ENSMUSG00000029235.15,0,0,0,0,0,0,0,0
ENSMUSG00000087037.2,0,0,0,0,0,0,0,0
ENSMUSG00000029236.5,1,1,0,0,0,0,0,0
ENSMUSG00000107160.2,0,1,0,1,0,0,0,0
ENSMUSG00000106982.2,0,0,0,0,0,0,0,0
ENSMUSG00000091204.9,0,0,0,0,0,0,0,0
ENSMUSG00000036435.14,576,682,584,718,430,415,348,375
ENSMUSG00000036403.16,225,460,307,382,214,209,163,152
ENSMUSG00000103529.2,0,1,0,0,0,0,0,0
ENSMUSG00000036377.20,437,495,130,204,39,51,14,15
ENSMUSG00000083874.2,0,0,0,0,0,0,0,0
ENSMUSG00000055923.17,235,241,188,216,119,102,287,293
ENSMUSG00000029246.15,765,969,1011,1099,651,547,601,403
ENSMUSG00000072852.5,24,31,22,19,20,19,47,47
ENSMUSG00000029247.18,3154,3454,2837,3199,1911,1999,2944,2578
ENSMUSG00000036323.15,1282,1436,1287,1496,874,912,1088,948
ENSMUSG00000063820.12,3,7,2,1,1,0,2,1
ENSMUSG00000086632.2,0,1,0,0,1,0,0,0
ENSMUSG00000029248.15,0,0,0,0,1,0,0,0
ENSMUSG00000059325.15,4260,4326,3489,3822,2706,2534,3173,2127
ENSMUSG00000087541.2,39,42,37,44,27,40,14,2
ENSMUSG00000085858.2,1,0,1,0,0,0,0,0
ENSMUSG00000106783.2,14,16,29,29,7,11,16,17
ENSMUSG00000053030.12,2,3,9,5,2,1,4,0
ENSMUSG00000107034.2,0,0,0,0,0,0,0,0
ENSMUSG00000029249.16,1224,1222,964,1177,645,603,482,390
ENSMUSG00000093061.3,0,0,1,0,1,0,0,0
ENSMUSG00000036285.11,398,404,395,364,215,220,424,427
ENSMUSG00000029250.6,1192,1447,1166,1385,741,766,1166,968
ENSMUSG00000107238.2,0,0,0,1,0,0,0,0
ENSMUSG00000036256.14,1531,1345,2033,2328,2327,2634,2071,1978
ENSMUSG00000106828.2,1,2,2,2,1,3,1,0
ENSMUSG00000106906.2,0,0,0,0,0,0,0,0
ENSMUSG00000107232.2,0,0,0,0,0,0,0,0
ENSMUSG00000106985.2,0,0,0,0,0,0,0,0
ENSMUSG00000047652.5,0,0,0,0,0,0,0,0
ENSMUSG00000089415.3,0,0,0,0,0,0,0,0
ENSMUSG00000106996.2,0,0,0,0,0,0,0,0
ENSMUSG00000106960.2,0,0,0,0,0,0,0,0
ENSMUSG00000044058.9,0,1,0,0,0,1,0,0
ENSMUSG00000107309.2,0,0,0,0,0,0,0,0
ENSMUSG00000077178.3,0,0,0,0,0,0,0,0
ENSMUSG00000107308.2,0,0,0,0,0,0,0,0
ENSMUSG00000107183.2,0,0,0,0,0,0,0,0
ENSMUSG00002075735.1,0,0,0,0,0,0,0,0
ENSMUSG00000084435.4,0,0,0,0,0,0,0,0
ENSMUSG00000119601.1,0,0,0,0,0,0,0,0
ENSMUSG00000065235.3,0,0,0,0,0,0,0,0
ENSMUSG00000083829.2,6,1,2,0,0,0,1,0
ENSMUSG00000037605.17,115,111,137,127,69,88,31,23
ENSMUSG00000107226.2,0,0,4,1,0,0,0,0
ENSMUSG00000107375.2,0,0,0,0,0,0,0,0
ENSMUSG00002074859.1,0,0,0,0,0,0,0,0
ENSMUSG00000087431.2,2,1,0,2,0,1,1,0
ENSMUSG00000106746.2,0,1,0,0,0,0,0,0
ENSMUSG00000106860.2,0,0,0,0,0,0,0,0
ENSMUSG00000099863.2,0,0,0,0,0,0,0,0
ENSMUSG00000106926.2,8,15,5,7,5,2,4,4
ENSMUSG00000080586.3,0,0,0,0,0,0,0,0
ENSMUSG00000089162.4,0,0,0,0,0,0,0,0
ENSMUSG00000106606.2,0,0,0,0,0,0,0,0
ENSMUSG00000049537.11,440,843,603,573,741,479,2557,1299
ENSMUSG00000081822.2,35,110,42,44,55,34,67,21
ENSMUSG00002076941.1,0,0,0,0,0,0,0,0
ENSMUSG00000077288.3,0,0,0,0,0,0,0,0
ENSMUSG00000084731.4,0,0,0,0,0,0,0,0
ENSMUSG00000077474.3,0,0,0,0,0,0,0,0
ENSMUSG00000106576.2,0,0,0,0,0,0,0,0
ENSMUSG00000029245.17,2,5,2,5,1,0,0,0
ENSMUSG00000079067.6,0,0,0,0,0,1,0,0
ENSMUSG00000106598.2,0,0,0,0,1,0,0,0
ENSMUSG00000105658.2,0,0,0,0,0,0,1,0
ENSMUSG00000106389.2,0,0,0,0,0,0,0,0
ENSMUSG00000104878.2,0,0,0,0,0,0,0,0
ENSMUSG00000064555.3,0,0,0,0,0,0,0,0
ENSMUSG00000106225.2,0,0,0,0,0,0,0,0
ENSMUSG00000029253.13,317,483,422,544,196,225,142,132
ENSMUSG00000106282.2,1,0,0,0,0,0,0,0
ENSMUSG00000029254.17,1,4,6,2,3,0,4,8
ENSMUSG00000064859.3,0,0,0,0,0,0,0,0
ENSMUSG00000035898.14,250,482,338,461,243,210,319,277
ENSMUSG00000029255.9,0,0,0,0,0,0,0,0
ENSMUSG00000061184.9,0,0,0,0,0,0,0,0
ENSMUSG00000119790.1,0,0,0,0,0,0,0,0
ENSMUSG00000061259.12,0,0,0,0,0,0,0,0
ENSMUSG00000072845.4,0,0,0,0,0,0,0,0
ENSMUSG00000079451.10,0,0,0,0,0,0,0,0
ENSMUSG00000048764.17,0,0,0,0,0,0,0,0
ENSMUSG00000035861.7,0,0,0,0,0,0,0,0
ENSMUSG00000106507.2,0,1,0,0,1,1,0,0
ENSMUSG00000054537.9,0,0,0,0,0,0,0,0
ENSMUSG00000089851.2,0,0,0,0,0,0,0,0
ENSMUSG00000105704.2,0,0,0,0,0,0,0,0
ENSMUSG00000104937.2,0,0,0,0,0,0,0,0
ENSMUSG00000035851.15,1072,1621,1236,1339,931,909,945,812
ENSMUSG00000105309.2,0,0,0,0,0,0,0,0
ENSMUSG00000029260.16,0,0,0,0,0,0,0,0
ENSMUSG00000119825.1,0,0,0,0,0,0,0,0
ENSMUSG00000035836.3,0,0,0,0,0,0,0,0
ENSMUSG00000075983.3,0,0,0,0,0,0,0,0
ENSMUSG00000104798.2,0,0,0,0,0,0,0,0
ENSMUSG00000118539.2,0,0,0,0,0,0,0,0
ENSMUSG00000106185.2,0,0,0,0,0,0,0,0
ENSMUSG00000104802.2,22,9,11,9,10,9,4,1
ENSMUSG00000035811.11,0,0,0,0,0,0,0,0
ENSMUSG00000105315.2,0,0,0,0,0,0,0,0
ENSMUSG00000106003.2,0,0,0,0,0,0,0,0
ENSMUSG00000070704.11,0,0,0,0,0,0,0,0
ENSMUSG00000105625.2,0,0,0,0,0,0,0,0
ENSMUSG00000106502.2,0,0,0,0,0,0,0,0
ENSMUSG00000054630.8,0,0,0,0,0,0,0,0
ENSMUSG00000106111.2,0,0,0,0,0,0,0,0
ENSMUSG00000106330.2,0,0,0,0,0,0,0,0
ENSMUSG00000105240.2,0,0,0,0,0,0,0,0
ENSMUSG00000057425.4,0,0,0,0,0,0,0,0
ENSMUSG00000105897.3,0,0,0,0,0,0,0,0
ENSMUSG00000035780.3,0,0,0,0,1,0,0,0
ENSMUSG00000106303.2,0,0,0,0,0,0,0,0
ENSMUSG00000105192.2,0,0,0,0,0,0,0,0
ENSMUSG00000104664.2,0,0,0,0,0,0,0,0
ENSMUSG00000106397.2,0,0,0,0,0,0,0,0
ENSMUSG00000106132.2,0,0,0,0,0,0,0,0
ENSMUSG00000061906.6,0,0,0,0,0,0,0,0
ENSMUSG00000029268.15,0,0,0,0,0,0,0,0
ENSMUSG00000106677.2,0,0,0,0,0,0,0,0
ENSMUSG00000107180.2,0,0,0,0,0,0,0,0
ENSMUSG00000029269.12,0,0,0,0,0,0,0,0
ENSMUSG00000029273.11,0,0,0,0,0,0,0,0
ENSMUSG00000029272.9,0,0,0,0,0,0,3,2
ENSMUSG00000106074.3,0,0,0,0,0,0,0,0
ENSMUSG00000106217.2,0,0,0,0,0,0,0,0
ENSMUSG00000105246.2,0,0,0,0,0,0,0,0
ENSMUSG00000070702.10,0,0,0,0,0,0,0,0
ENSMUSG00000063157.10,0,0,0,0,0,0,0,0
ENSMUSG00000119930.1,0,0,0,0,0,0,0,0
ENSMUSG00000105796.2,0,0,0,0,0,0,0,0
ENSMUSG00000119270.1,0,0,0,0,0,0,0,0
ENSMUSG00000061937.8,0,0,0,0,0,0,0,0
ENSMUSG00000061388.12,0,0,0,0,0,0,0,0
ENSMUSG00000002240.13,0,0,1,0,0,0,0,0
ENSMUSG00000104839.2,0,0,0,0,0,0,0,0
ENSMUSG00000067156.6,0,0,0,0,0,0,0,0
ENSMUSG00000009580.16,0,0,0,0,0,0,0,0
ENSMUSG00000099605.2,0,0,0,0,0,0,0,0
ENSMUSG00000105888.2,0,0,0,0,0,0,0,0
ENSMUSG00000001622.16,0,0,0,0,0,0,0,0
ENSMUSG00000055961.8,0,0,0,0,0,0,0,0
ENSMUSG00000007457.4,0,0,0,0,0,0,0,0
ENSMUSG00000100704.2,0,0,0,0,0,0,0,0
ENSMUSG00000007907.5,0,0,0,0,0,0,0,0
ENSMUSG00000029280.14,0,0,0,0,0,0,0,0
ENSMUSG00000105905.2,0,1,0,0,0,0,0,0
ENSMUSG00000104640.2,0,0,0,0,0,0,0,0
ENSMUSG00000029281.14,0,0,0,0,0,0,0,0
ENSMUSG00000079439.2,0,0,0,0,0,0,0,0
ENSMUSG00000105807.2,0,0,0,0,0,0,0,0
ENSMUSG00000079438.2,0,0,0,0,0,0,0,0
ENSMUSG00000106065.2,0,0,0,0,0,0,0,0
ENSMUSG00000105576.2,0,0,0,0,0,0,0,0
ENSMUSG00000106593.2,0,0,0,0,0,0,0,0
ENSMUSG00000090302.2,0,0,0,0,0,0,0,0
ENSMUSG00000064156.9,0,0,0,0,0,0,0,0
ENSMUSG00000029282.4,0,0,0,0,0,0,0,0
ENSMUSG00000106633.2,0,0,0,0,0,0,0,0
ENSMUSG00000105013.2,0,0,1,1,0,1,0,1
ENSMUSG00000029288.12,0,0,0,0,0,0,0,0
ENSMUSG00000029286.13,0,1,0,0,0,0,0,0
ENSMUSG00000067149.7,0,4,3,1,1,1,3,3
ENSMUSG00000106322.2,0,0,0,0,0,0,0,0
ENSMUSG00000070697.5,631,637,587,699,362,438,432,375
ENSMUSG00000029291.12,538,636,559,624,421,311,513,434
ENSMUSG00000044221.15,3059,3152,3345,3458,2194,2200,4689,4315
ENSMUSG00000006262.16,2001,2168,1749,1933,1088,1085,1216,940
ENSMUSG00000095524.2,2,2,3,3,4,1,0,0
ENSMUSG00000029366.11,309,327,336,413,146,170,92,85
ENSMUSG00000105640.2,0,0,0,0,0,0,0,0
ENSMUSG00000106305.2,0,0,0,0,0,0,0,0
ENSMUSG00000082389.3,1,0,0,0,0,0,0,0
ENSMUSG00000060961.17,831,880,859,911,558,570,927,840
ENSMUSG00000035540.13,0,1,0,1,0,1,0,0
ENSMUSG00000106534.2,1,0,0,0,0,0,0,0
ENSMUSG00000104715.2,0,0,0,0,0,0,0,0
ENSMUSG00000035528.5,0,0,0,0,0,0,0,0
ENSMUSG00000043635.13,311,441,389,394,201,205,177,102
ENSMUSG00002075998.1,0,1,0,0,0,0,0,0
ENSMUSG00000077175.3,0,0,0,0,0,0,0,0
ENSMUSG00000043618.10,0,1,1,1,1,2,46,43
ENSMUSG00000035505.15,237,252,262,257,137,169,262,201
ENSMUSG00000055204.16,3794,4715,3288,4095,2296,2320,3145,2605
ENSMUSG00000054945.5,29,30,21,24,10,19,21,15
ENSMUSG00000106725.2,0,0,0,0,0,0,0,0
ENSMUSG00000029368.11,15,3,0,0,1,0,0,0
ENSMUSG00000054932.7,0,1,1,0,0,0,0,0
ENSMUSG00000106788.2,0,0,0,0,0,0,0,0
ENSMUSG00000029369.18,0,0,0,0,1,0,0,0
ENSMUSG00000106863.4,0,1,0,0,0,1,0,0
ENSMUSG00000106705.2,0,0,0,0,0,0,0,0
ENSMUSG00000070690.8,0,0,0,0,0,0,0,0
ENSMUSG00000029370.11,3,4,3,3,0,3,0,0
ENSMUSG00000107072.2,0,0,0,0,0,0,0,0
ENSMUSG00000029371.8,0,1,2,0,0,1,1,1
ENSMUSG00000029372.8,10,9,1,9,5,8,22,53
ENSMUSG00000029373.8,59,44,47,60,63,50,142,151
ENSMUSG00000029379.11,0,0,0,0,0,0,0,0
ENSMUSG00000029375.7,0,0,0,0,0,0,0,0
ENSMUSG00002076065.1,0,0,0,0,0,0,0,0
ENSMUSG00000106957.2,0,0,0,0,0,0,0,0
ENSMUSG00000107044.2,0,0,1,0,0,1,0,0
ENSMUSG00000029380.12,9,3,8,6,16,7,36,17
ENSMUSG00002075252.1,0,0,0,0,0,0,0,0
ENSMUSG00000058427.11,0,2,0,2,0,1,4,2
ENSMUSG00000107218.2,0,1,0,0,0,0,0,0
ENSMUSG00000029376.9,174,223,144,176,97,89,94,69
ENSMUSG00000035020.12,4,7,6,10,0,5,2,2
ENSMUSG00000107350.2,0,1,0,2,0,0,0,0
ENSMUSG00000029377.6,2,2,3,6,4,7,7,5
ENSMUSG00000029378.6,1,2,1,1,0,0,0,0
ENSMUSG00000119278.1,0,0,0,0,0,0,0,0
ENSMUSG00000107198.2,0,0,0,0,0,0,0,0
ENSMUSG00000082361.7,46,74,37,52,16,20,27,42
ENSMUSG00000034981.10,1965,2093,2063,2582,1803,1864,3284,2422
ENSMUSG00000107261.2,0,0,0,0,0,0,0,0
ENSMUSG00000106917.2,20,13,16,20,14,10,17,13
ENSMUSG00000099468.2,0,0,0,0,1,0,0,0
ENSMUSG00000101978.2,0,1,0,0,0,0,0,0
ENSMUSG00000106712.2,0,0,0,0,0,0,0,0
ENSMUSG00000107337.2,0,0,0,0,0,0,0,0
ENSMUSG00000096726.3,3,0,0,0,0,1,0,0
ENSMUSG00000107301.2,0,0,0,0,0,0,0,0
ENSMUSG00000029397.16,530,552,471,537,264,340,427,474
ENSMUSG00000107200.2,14,30,19,25,8,11,6,7
ENSMUSG00000102644.6,131,138,98,80,61,79,65,116
ENSMUSG00002075701.1,1,0,0,0,0,0,0,0
ENSMUSG00000096035.3,2,1,0,3,1,0,7,1
ENSMUSG00000029403.15,32,19,40,73,63,57,153,107
ENSMUSG00000029405.17,2351,2785,2268,2473,1521,1425,1814,1459
ENSMUSG00000088712.3,2,2,2,0,0,1,1,0
ENSMUSG00002075648.1,0,0,3,0,0,0,0,0
ENSMUSG00000029407.11,1337,1764,1407,1588,867,806,1144,1022
ENSMUSG00000084111.5,1,3,0,1,1,0,2,0
ENSMUSG00000107354.2,2,1,2,1,2,1,2,0
ENSMUSG00000084745.3,1,1,0,0,0,3,0,0
ENSMUSG00000029409.8,0,0,0,0,0,0,0,0
ENSMUSG00000029410.12,4,4,2,2,3,1,4,8
ENSMUSG00000029413.15,132,108,117,160,101,80,239,221
ENSMUSG00000029415.5,527,609,434,508,261,301,335,347
ENSMUSG00000106698.2,0,0,0,0,1,0,0,0
ENSMUSG00000088623.3,0,0,0,0,0,0,0,0
ENSMUSG00000029417.10,6,3,34,18,10,24,28,75
ENSMUSG00000034842.17,1249,1431,1365,1470,1093,1171,3557,3722
ENSMUSG00000034855.14,6,1,4,5,1,0,0,8
ENSMUSG00000060183.7,1,1,1,1,1,3,1,0
ENSMUSG00000082068.2,0,0,0,0,0,0,0,0
ENSMUSG00000034826.15,398,538,364,479,224,212,255,232
ENSMUSG00002076272.1,1,0,0,1,1,0,0,1
ENSMUSG00000029426.9,2940,2713,2429,2669,1771,1589,3549,4315
ENSMUSG00000099160.3,0,0,0,1,0,0,0,0
ENSMUSG00000057068.16,0,0,0,0,0,0,0,0
ENSMUSG00000047963.8,646,488,185,228,47,67,56,343
ENSMUSG00000050050.18,6,9,6,12,3,4,2,2
ENSMUSG00000029381.17,1992,2099,1888,1783,821,849,1063,1122
ENSMUSG00000092266.2,0,0,0,0,0,2,0,0
ENSMUSG00000089268.3,1,0,0,1,0,0,0,0
ENSMUSG00000106930.2,0,1,2,0,0,0,0,1
ENSMUSG00000089018.3,0,0,0,0,0,0,0,0
ENSMUSG00000045314.6,1,2,0,0,0,0,0,0
ENSMUSG00000088240.3,0,0,0,0,0,0,0,0
ENSMUSG00000107374.2,14,21,11,21,11,10,4,3
ENSMUSG00000107194.2,0,0,0,0,0,0,0,0
ENSMUSG00000058013.12,3225,3147,2853,3634,1594,1550,564,443
ENSMUSG00000107019.2,40,46,33,27,17,28,9,9
ENSMUSG00000063015.13,4732,4344,3302,3823,2612,2237,2050,1908
ENSMUSG00000106870.2,52,52,44,58,30,44,17,19
ENSMUSG00000083700.2,1,2,5,5,1,2,2,2
ENSMUSG00000029384.6,5,4,6,2,1,2,4,0
ENSMUSG00000029385.15,752,680,481,570,418,343,312,210
ENSMUSG00000053208.11,2,2,4,4,4,0,5,4
ENSMUSG00000107356.2,0,0,0,0,0,0,0,0
ENSMUSG00000106699.2,0,0,0,0,0,0,0,0
ENSMUSG00000096044.5,0,0,0,0,0,0,0,0
ENSMUSG00000070686.11,0,0,0,0,0,0,0,0
ENSMUSG00000107346.2,0,0,0,0,0,0,0,0
ENSMUSG00000106954.2,0,0,0,0,0,0,0,0
ENSMUSG00000107159.2,0,0,0,0,0,0,0,0
ENSMUSG00000107247.2,0,0,0,0,0,0,0,0
ENSMUSG00000107392.2,0,0,0,0,0,0,0,0
ENSMUSG00000096230.5,0,0,0,0,0,0,0,0
ENSMUSG00000106701.2,0,0,0,0,0,0,0,0
ENSMUSG00000106916.2,0,0,0,0,0,0,0,0
ENSMUSG00000072822.3,0,0,0,0,0,0,0,0
ENSMUSG00000072821.5,0,0,0,0,0,0,0,0
ENSMUSG00000096259.3,0,0,0,0,0,0,0,0
ENSMUSG00000094560.2,0,0,0,0,0,0,0,0
ENSMUSG00000095718.3,0,0,0,0,0,0,0,0
ENSMUSG00000073497.7,0,0,0,0,0,0,0,0
ENSMUSG00000107315.2,0,0,0,0,0,0,0,0
ENSMUSG00000074011.5,0,0,0,0,0,0,0,0
ENSMUSG00000095074.5,0,0,0,0,0,0,0,0
ENSMUSG00000095503.5,0,0,0,0,0,0,0,0
ENSMUSG00000094195.3,0,0,0,0,0,0,0,0
ENSMUSG00000092073.9,0,0,0,0,0,0,0,0
ENSMUSG00000107064.2,0,0,0,0,0,0,0,0
ENSMUSG00000107187.2,0,0,0,0,0,0,0,0
ENSMUSG00000095954.5,0,0,0,0,0,0,0,0
ENSMUSG00000107285.2,0,0,0,0,0,0,0,0
ENSMUSG00000073510.3,0,0,0,0,0,0,0,0
ENSMUSG00000096742.2,0,0,0,0,0,0,0,0
ENSMUSG00000107376.2,0,0,0,0,0,0,0,0
ENSMUSG00000106780.2,0,0,0,0,0,0,0,0
ENSMUSG00000092166.3,0,0,0,0,0,0,0,0
ENSMUSG00000095996.5,0,0,0,0,0,0,0,0
ENSMUSG00000096066.5,0,0,0,0,0,0,0,0
ENSMUSG00000107348.2,0,0,0,0,0,0,0,0
ENSMUSG00000079424.9,0,0,0,0,0,0,0,0
ENSMUSG00000107122.2,0,0,0,0,0,0,0,0
ENSMUSG00000106821.2,0,0,0,0,0,0,0,0
ENSMUSG00000107357.2,0,0,0,0,0,0,0,0
ENSMUSG00000070677.9,0,0,0,0,0,0,0,0
ENSMUSG00000079423.7,0,0,0,0,0,0,0,0
ENSMUSG00000094043.3,0,0,0,0,0,0,0,0
ENSMUSG00000106690.2,0,0,0,0,0,0,0,0
ENSMUSG00000107213.2,0,0,0,0,0,0,0,0
ENSMUSG00000096139.5,0,0,0,0,0,0,0,0
ENSMUSG00000072814.11,0,0,0,0,0,0,0,0
