gene,vP0_1,vP0_2,vP4_1,vP4_2,vP7_1,vP7_2,vAd_1,vAd_2
ENSMUSG00000078262.6,0,0,0,0,0,0,0,0
ENSMUSG00000078261.2,0,0,0,0,0,0,0,0
ENSMUSG00000078260.2,0,0,0,0,0,0,0,0
ENSMUSG00000078259.4,0,0,0,0,0,0,0,0
ENSMUSG00000048294.5,0,0,0,0,0,0,0,0
ENSMUSG00000078258.2,0,0,0,0,0,0,0,0
ENSMUSG00000078257.3,0,0,0,0,0,0,0,0
ENSMUSG00000082531.2,1,1,0,0,0,0,0,0
ENSMUSG00000046474.10,0,0,0,0,0,0,0,0
ENSMUSG00000119936.1,0,0,0,0,0,0,0,0
ENSMUSG00000069717.8,0,0,0,0,0,0,0,0
ENSMUSG00000090225.2,0,0,0,0,0,0,0,0
ENSMUSG00000070335.5,0,0,0,0,0,0,0,0
ENSMUSG00000059845.6,0,0,0,0,0,0,0,0
ENSMUSG00000082993.2,0,0,0,0,0,0,0,0
ENSMUSG00000070334.5,0,0,0,0,0,0,0,0
ENSMUSG00000078256.4,0,0,0,0,0,0,0,0
ENSMUSG00000086688.5,8,10,2,7,4,7,2,3
ENSMUSG00000051481.6,0,0,0,0,0,0,0,0
ENSMUSG00000078255.2,0,0,0,0,0,0,0,0
ENSMUSG00000082798.2,0,0,0,0,1,0,0,0
ENSMUSG00000081547.2,0,0,0,0,0,0,0,0
ENSMUSG00000078254.2,0,0,0,0,0,0,0,0
ENSMUSG00000078253.4,0,0,0,0,0,0,0,0
ENSMUSG00000082591.2,0,0,0,0,0,0,0,0
ENSMUSG00000078252.2,0,0,0,0,0,0,0,0
ENSMUSG00000035592.3,0,0,0,0,0,0,0,0
ENSMUSG00000057723.4,0,0,0,0,0,0,0,0
ENSMUSG00000043485.3,0,0,0,0,0,0,0,0
ENSMUSG00000048981.2,0,1,0,0,0,0,0,0
ENSMUSG00000087581.2,0,0,0,0,0,0,0,0
ENSMUSG00000118536.2,0,0,0,0,0,0,0,0
ENSMUSG00000046095.6,0,0,0,0,0,0,0,0
ENSMUSG00000048013.10,0,0,0,0,0,0,0,0
ENSMUSG00000020916.9,0,0,0,0,0,0,0,0
ENSMUSG00000086702.2,0,1,0,0,0,0,0,0
ENSMUSG00000044041.5,0,0,0,0,0,0,0,0
ENSMUSG00000054146.9,2,4,1,2,1,1,0,0
ENSMUSG00000020911.15,152,88,87,40,30,62,98,80
ENSMUSG00000051617.4,0,0,0,0,0,0,0,0
ENSMUSG00000045545.9,13,8,6,4,0,1,6,1
ENSMUSG00000084257.2,0,0,0,0,0,0,0,0
ENSMUSG00000082456.2,0,1,2,1,0,0,0,0
ENSMUSG00000053797.11,0,0,0,0,0,0,0,0
ENSMUSG00000035557.10,0,2,0,1,0,0,0,0
ENSMUSG00000053654.8,0,0,0,0,0,0,0,0
ENSMUSG00000086163.2,0,0,0,0,0,0,0,0
ENSMUSG00000087265.2,0,0,0,0,0,0,0,3
ENSMUSG00000035530.14,3343,2810,2785,2950,1739,1947,4198,4446
ENSMUSG00000017165.2,0,0,0,1,0,0,0,0
ENSMUSG00000006930.16,58,56,51,52,19,29,35,21
ENSMUSG00000092509.2,0,0,0,1,0,0,0,1
ENSMUSG00000091478.3,247,213,87,71,72,88,140,946
ENSMUSG00000001552.15,4544,3981,4397,4839,3312,3359,4809,4200
ENSMUSG00000086031.2,2,1,0,0,0,0,0,0
ENSMUSG00000006931.16,869,729,575,523,308,468,575,588
ENSMUSG00000001555.11,1529,1304,1188,1192,701,773,419,361
ENSMUSG00000017176.18,685,814,659,659,340,437,359,380
ENSMUSG00000001558.6,5,11,5,10,2,4,7,9
ENSMUSG00002076313.1,0,0,0,0,0,0,0,0
ENSMUSG00000048732.6,203,229,227,229,116,154,137,78
ENSMUSG00000020917.18,1762,1834,1404,1780,817,753,636,667
ENSMUSG00000104854.3,0,0,0,0,1,0,0,0
ENSMUSG00000006784.15,22,21,9,13,3,8,7,7
ENSMUSG00000118532.2,0,0,0,0,0,0,0,0
ENSMUSG00000006782.17,151,160,134,183,103,120,118,137
ENSMUSG00000014195.17,2504,3143,2862,3108,1556,1744,1746,1417
ENSMUSG00000017837.13,993,937,756,863,517,540,904,985
ENSMUSG00000014198.16,5,9,9,7,6,3,9,1
ENSMUSG00000109112.2,1,0,1,0,1,0,0,0
ENSMUSG00000085604.2,1,1,2,0,0,2,0,1
ENSMUSG00000017830.16,23,12,11,26,10,11,25,19
ENSMUSG00000020918.15,678,694,509,588,350,353,380,406
ENSMUSG00000017832.3,0,2,3,2,1,2,2,0
ENSMUSG00000019173.12,947,1001,952,1205,716,810,682,692
ENSMUSG00000035355.16,0,3,2,1,3,1,1,3
ENSMUSG00000045471.5,0,0,0,0,0,1,0,0
ENSMUSG00000017747.14,219,190,224,232,178,130,205,187
ENSMUSG00002076748.1,1,1,0,0,0,0,0,0
ENSMUSG00000020919.12,1464,1241,1213,1249,983,877,1682,1500
ENSMUSG00000004043.15,359,349,369,331,335,330,483,463
ENSMUSG00000004040.17,2780,2598,2292,2937,1940,1841,5063,5044
ENSMUSG00000004044.10,11380,10831,11071,12593,7914,8358,5638,5212
ENSMUSG00000019302.17,2308,2318,1802,2010,1217,1201,2150,2432
ENSMUSG00000098415.3,0,1,0,0,0,0,0,0
ENSMUSG00000001751.10,185,144,123,174,124,117,170,151
ENSMUSG00000019301.6,2,3,2,1,1,0,12,6
ENSMUSG00000001755.13,356,357,242,304,224,168,247,197
ENSMUSG00000017801.16,255,258,216,282,160,144,218,226
ENSMUSG00000019303.15,92,82,71,101,34,47,24,26
ENSMUSG00000017802.15,1098,1011,877,1016,640,640,645,785
ENSMUSG00000035198.10,445,497,559,619,274,302,374,359
ENSMUSG00002074941.1,0,0,0,0,0,0,0,0
ENSMUSG00000045007.10,15,22,37,30,15,15,19,19
ENSMUSG00000035172.16,343,267,322,445,320,306,344,301
ENSMUSG00000017167.7,63,97,80,102,73,67,100,80
ENSMUSG00000044052.4,12,23,20,20,15,10,17,8
ENSMUSG00000006920.15,660,567,548,553,413,410,716,689
ENSMUSG00000001240.14,883,836,634,838,572,522,477,477
ENSMUSG00000078656.12,22,21,17,22,10,18,27,21
ENSMUSG00000035112.18,193,190,176,179,170,120,352,281
ENSMUSG00000085083.2,3,2,3,1,1,0,2,2
ENSMUSG00000017188.4,654,642,660,776,378,452,738,673
ENSMUSG00000078653.5,10,3,8,9,7,7,4,5
ENSMUSG00000035086.14,1053,1140,964,1116,696,693,832,694
ENSMUSG00000084152.2,0,0,0,0,0,0,0,0
ENSMUSG00000078652.10,1415,1516,1161,1339,793,839,1135,1171
ENSMUSG00000078651.9,57,50,36,59,19,41,46,26
ENSMUSG00000019326.15,875,735,896,1135,856,665,244,218
ENSMUSG00000101925.2,5,15,12,5,2,8,3,2
ENSMUSG00000083991.2,0,0,0,0,1,0,0,0
ENSMUSG00000082478.2,0,0,0,0,0,0,0,0
ENSMUSG00002075388.1,0,0,0,0,0,0,0,0
ENSMUSG00000118571.2,0,0,0,0,0,0,0,0
ENSMUSG00000078650.3,0,0,0,0,0,0,1,0
ENSMUSG00000064759.4,0,0,0,0,0,0,0,0
ENSMUSG00000097239.8,6,8,4,11,2,4,3,2
ENSMUSG00000075528.14,40,40,31,32,13,14,19,19
ENSMUSG00000097487.8,323,324,256,377,225,192,471,480
ENSMUSG00000098600.3,2,1,2,4,1,1,1,3
ENSMUSG00000035007.6,332,330,264,342,213,207,337,291
ENSMUSG00000063316.14,663,678,538,661,289,354,292,249
ENSMUSG00000010358.14,170,147,158,179,96,116,281,257
ENSMUSG00000086347.2,1,0,0,1,1,0,3,1
ENSMUSG00000034993.8,943,844,874,1088,631,604,543,594
ENSMUSG00000001313.13,111,90,71,79,42,47,43,63
ENSMUSG00000080839.2,2,0,4,2,0,0,1,0
ENSMUSG00000017146.13,203,279,264,309,70,101,8,6
ENSMUSG00000017119.21,3202,3458,2775,3092,1979,1836,2831,2453
ENSMUSG00000034947.14,70,47,49,76,43,33,106,139
ENSMUSG00000085486.3,1,1,0,0,0,0,0,1
ENSMUSG00000118859.1,0,0,0,0,0,0,0,0
ENSMUSG00000086617.2,0,0,0,0,0,0,0,0
ENSMUSG00000010362.10,299,275,282,299,172,184,396,394
ENSMUSG00000119776.1,2,5,2,2,0,0,0,0
ENSMUSG00000118718.1,0,0,0,0,0,0,0,0
ENSMUSG00000119892.1,1,0,0,0,0,0,0,0
ENSMUSG00000118837.1,0,0,0,0,0,0,0,0
ENSMUSG00000034936.3,118,85,127,126,121,108,248,192
ENSMUSG00000034931.16,800,796,560,744,405,416,423,450
ENSMUSG00000017724.15,75,65,84,125,27,40,4,7
ENSMUSG00000001493.10,344,263,488,539,331,305,149,237
ENSMUSG00000085594.2,3,5,7,9,6,5,5,3
ENSMUSG00000082171.2,2,0,0,1,0,1,0,0
ENSMUSG00000071818.10,0,0,0,0,0,0,0,0
ENSMUSG00000001494.7,36,21,25,34,4,11,2,3
ENSMUSG00000093467.2,0,0,0,0,0,0,0,0
ENSMUSG00000003518.14,2094,2190,2450,3077,1993,1737,2631,2532
ENSMUSG00000010841.14,1,2,0,1,1,2,0,1
ENSMUSG00000052373.15,89,103,90,112,74,73,88,52
ENSMUSG00000087216.2,0,0,0,0,0,0,0,0
ENSMUSG00000017309.12,645,648,655,666,634,621,948,1210
ENSMUSG00000017314.13,176,210,196,233,88,108,90,95
ENSMUSG00000017316.14,0,0,0,0,0,0,0,0
ENSMUSG00000017311.16,0,0,0,0,0,0,0,0
ENSMUSG00000084200.2,0,0,0,0,0,0,0,0
ENSMUSG00000082045.5,2,0,0,2,0,0,0,1
ENSMUSG00000048217.12,0,0,0,0,1,0,0,0
ENSMUSG00000087339.2,0,0,0,0,0,0,0,1
ENSMUSG00000020921.7,360,306,266,333,188,234,233,257
ENSMUSG00000020922.12,727,771,675,856,461,446,543,599
ENSMUSG00000034793.16,392,368,290,339,226,238,596,605
ENSMUSG00000008855.18,2144,2182,1919,1985,1371,1542,1783,1565
ENSMUSG00000098863.3,0,0,0,0,0,0,0,0
ENSMUSG00000034773.17,59,44,55,87,36,22,9,10
ENSMUSG00000034768.5,13,13,20,9,11,13,13,10
ENSMUSG00000034757.16,549,476,443,511,327,320,380,356
ENSMUSG00000059995.13,1119,1020,786,884,543,568,590,539
ENSMUSG00000020923.18,2459,2783,2012,2457,1480,1497,1542,1506
ENSMUSG00000006574.16,93,109,120,193,182,150,106,86
ENSMUSG00000087330.2,0,0,0,0,0,0,0,0
ENSMUSG00000006575.15,43,36,41,36,25,21,33,31
ENSMUSG00000018677.10,2008,2020,1548,1834,1167,1099,1870,2220
ENSMUSG00000098774.3,0,0,0,0,0,0,0,0
ENSMUSG00000034708.13,2437,2196,1793,2253,1397,1399,1277,1144
ENSMUSG00000034685.5,643,480,486,626,317,340,103,86
ENSMUSG00000034664.14,61,71,54,45,50,46,48,53
ENSMUSG00002076051.1,0,0,0,0,0,0,0,0
ENSMUSG00000034621.15,1337,1766,1363,1497,879,920,801,571
ENSMUSG00000082487.2,5,6,4,4,3,5,2,4
ENSMUSG00000081677.2,0,0,0,2,0,0,1,0
ENSMUSG00000065657.3,0,0,0,1,0,0,0,0
ENSMUSG00000078640.10,29,17,13,13,13,17,3,14
ENSMUSG00000050288.7,798,617,678,697,349,416,94,106
ENSMUSG00000086105.2,1,1,1,0,0,2,1,0
ENSMUSG00000086283.8,3,4,1,1,3,5,0,1
ENSMUSG00000080992.2,0,0,3,1,1,0,2,0
ENSMUSG00002076487.1,0,0,0,0,0,0,0,0
ENSMUSG00000051455.14,3,13,2,4,2,1,1,0
ENSMUSG00000020925.17,460,484,402,453,274,274,358,368
ENSMUSG00000084375.2,0,0,0,1,0,0,0,0
ENSMUSG00000086162.2,0,0,1,0,1,1,1,0
ENSMUSG00000020926.17,543,517,340,327,229,196,294,181
ENSMUSG00000034520.15,1269,1375,1207,1366,878,823,337,324
ENSMUSG00000064788.3,0,0,0,0,0,0,0,0
ENSMUSG00000020928.15,86,89,129,125,110,88,146,106
ENSMUSG00000020929.15,1373,1422,1218,1386,703,747,776,616
ENSMUSG00000020930.10,4,3,1,3,1,4,2,3
ENSMUSG00000075510.4,0,0,0,0,0,0,0,1
ENSMUSG00000020932.15,4,1,1,0,0,3,1,2
ENSMUSG00000051378.11,197,226,210,306,65,96,1,2
ENSMUSG00000045532.6,5,2,8,3,0,6,0,1
ENSMUSG00000085338.2,2,0,3,2,1,1,0,0
ENSMUSG00000020935.9,871,906,718,871,533,567,1305,1089
ENSMUSG00000098613.3,0,0,0,1,2,1,3,2
ENSMUSG00000020936.9,1535,1560,1436,1664,1014,1008,1472,1347
ENSMUSG00000020937.15,890,911,641,809,392,448,243,236
ENSMUSG00000056938.17,292,262,271,297,216,233,317,258
ENSMUSG00000048878.7,718,714,686,714,479,527,486,438
ENSMUSG00000043372.13,60,56,43,56,28,33,30,32
ENSMUSG00000055805.16,211,161,314,325,326,281,361,381
ENSMUSG00000092371.2,1,4,1,0,0,2,1,0
ENSMUSG00000020940.14,1,1,0,3,0,0,0,0
ENSMUSG00000044787.8,0,0,0,0,0,0,0,0
ENSMUSG00000020941.8,84,98,83,88,91,75,97,95
ENSMUSG00000078635.4,2,1,1,0,1,2,1,1
ENSMUSG00000034255.18,337,350,404,503,327,308,332,266
ENSMUSG00000085887.3,5,3,6,6,18,6,11,11
ENSMUSG00000085360.2,0,0,1,2,1,0,2,1
ENSMUSG00000085733.2,1,0,2,1,0,0,0,0
ENSMUSG00000034247.10,378,415,391,409,289,234,469,370
ENSMUSG00000110636.2,0,0,0,1,0,0,1,0
ENSMUSG00000078632.5,0,0,0,0,0,1,0,0
ENSMUSG00000034239.15,0,0,0,0,0,0,0,0
ENSMUSG00000081676.2,1,1,0,0,0,0,3,2
ENSMUSG00000020945.14,0,0,0,0,0,0,0,0
ENSMUSG00000046215.4,0,2,0,0,0,1,0,0
ENSMUSG00000020946.14,1215,1130,1020,1295,774,691,945,863
ENSMUSG00000085154.8,10,16,20,16,10,11,21,4
ENSMUSG00000086794.2,7,17,23,15,9,5,21,9
ENSMUSG00000018486.3,47,30,6,8,5,2,14,16
ENSMUSG00000000125.6,0,1,1,0,0,0,0,0
ENSMUSG00000034187.19,683,722,640,764,401,398,546,460
ENSMUSG00000092540.2,4,3,5,5,6,6,3,1
ENSMUSG00000062421.14,1045,912,977,1074,679,680,672,581
ENSMUSG00000018634.11,0,0,0,0,0,0,0,0
ENSMUSG00000049506.8,0,0,0,0,0,0,0,0
ENSMUSG00000018411.18,63,66,343,543,777,688,1686,2171
ENSMUSG00000085134.2,0,0,0,1,0,0,0,0
ENSMUSG00000065379.3,0,0,0,0,0,0,0,0
ENSMUSG00002075610.1,0,0,0,0,0,0,0,0
ENSMUSG00000018412.17,1253,1315,1063,1111,692,711,823,745
ENSMUSG00002076008.1,0,0,0,0,0,0,0,0
ENSMUSG00000083782.2,0,0,0,0,0,0,0,0
ENSMUSG00000020687.14,910,1380,1080,1297,665,667,647,533
ENSMUSG00000061086.13,7493,3338,690,439,76,199,43,19
ENSMUSG00000086222.2,3,10,3,0,7,6,2,1
ENSMUSG00000086932.2,4,7,1,5,3,6,2,3
ENSMUSG00000081588.2,2,0,0,2,0,0,0,0
ENSMUSG00000082706.2,2,1,0,0,2,0,1,0
ENSMUSG00000020689.5,204,205,206,226,140,125,62,113
ENSMUSG00000083748.2,0,0,0,0,1,0,0,0
ENSMUSG00000040838.11,0,6,5,2,3,2,0,0
ENSMUSG00000081513.2,0,0,0,0,0,0,0,0
ENSMUSG00000080694.2,0,0,0,0,0,0,0,0
ENSMUSG00000082767.2,0,0,0,0,0,0,0,0
ENSMUSG00000084120.2,0,0,0,0,0,0,0,0
ENSMUSG00000020690.13,0,0,0,0,0,0,0,0
ENSMUSG00000089479.3,0,0,0,0,0,0,0,0
ENSMUSG00000020691.14,303,319,272,346,156,179,192,191
ENSMUSG00002076775.1,0,0,0,0,0,0,0,0
ENSMUSG00000081965.2,15,10,9,10,5,14,6,2
ENSMUSG00000099681.2,170,168,122,180,91,71,100,122
ENSMUSG00000020694.18,982,1341,1001,1218,747,750,946,831
ENSMUSG00000020695.15,788,711,816,1077,767,685,671,635
ENSMUSG00000078627.10,13,4,6,2,3,2,1,0
ENSMUSG00000086487.2,2,8,1,5,0,1,0,1
ENSMUSG00000086089.2,0,0,0,0,0,0,0,0
ENSMUSG00000053580.17,1421,1341,1177,1465,760,703,396,325
ENSMUSG00002075898.1,0,0,0,0,0,0,0,0
ENSMUSG00000083465.2,6,5,8,6,2,5,3,3
ENSMUSG00000081270.2,1,2,1,1,0,2,0,0
ENSMUSG00000019590.17,61,54,95,123,93,105,420,455
ENSMUSG00000103469.2,1,3,2,4,4,2,10,13
ENSMUSG00000085297.2,0,0,0,0,0,0,1,0
ENSMUSG00000020681.15,247,218,354,470,454,360,1775,1441
ENSMUSG00000101605.2,0,0,0,0,0,0,0,0
ENSMUSG00000001901.16,1,1,3,3,2,3,2,2
ENSMUSG00000049354.9,2343,2000,1992,2241,1294,1235,1687,1460
ENSMUSG00000085033.2,2,1,2,2,0,0,0,0
ENSMUSG00000085255.2,4,4,3,3,0,2,3,1
ENSMUSG00000001983.8,559,562,709,710,533,433,1119,1089
ENSMUSG00000020700.12,1136,1109,1088,1233,696,664,814,735
ENSMUSG00000085229.2,10,5,8,15,9,8,9,1
ENSMUSG00000040699.14,335,296,261,329,158,174,99,131
ENSMUSG00000075480.3,1,2,0,1,1,0,0,0
ENSMUSG00000069631.15,350,336,295,318,174,167,183,136
ENSMUSG00002076211.1,0,0,0,0,0,0,0,0
ENSMUSG00000078622.9,2287,3273,2729,3070,1910,1924,2978,2784
ENSMUSG00000020705.7,1533,1854,1337,1511,1012,974,917,789
ENSMUSG00000020706.14,853,966,712,827,451,500,618,571
ENSMUSG00000020708.13,1556,1723,1642,1811,1171,1071,1606,1403
ENSMUSG00000065162.3,3,3,4,0,1,2,2,0
ENSMUSG00000078619.11,567,527,533,630,390,397,392,408
ENSMUSG00000020712.12,3,6,1,2,0,0,4,3
ENSMUSG00000020713.7,0,0,0,0,0,0,0,0
ENSMUSG00000040592.12,11,9,11,8,6,11,4,6
ENSMUSG00000001027.8,53,44,127,49,81,41,967,254
ENSMUSG00000009210.11,21,19,24,19,21,19,45,19
ENSMUSG00000001029.16,671,598,646,809,371,462,302,275
ENSMUSG00000020715.10,408,340,356,348,272,219,488,356
ENSMUSG00000065126.3,22,32,25,33,16,22,30,18
ENSMUSG00002076990.1,0,0,0,0,0,0,0,0
ENSMUSG00000080540.4,0,0,0,0,0,0,0,0
ENSMUSG00000040548.17,1123,1296,1117,1264,770,774,1324,1291
ENSMUSG00000020717.20,3746,3567,4113,4936,3284,3088,2783,2638
ENSMUSG00000040528.16,13,13,6,11,8,9,11,8
ENSMUSG00002076787.1,0,0,0,0,0,0,0,0
ENSMUSG00000020718.13,79,104,64,68,40,42,65,59
ENSMUSG00000020719.15,10989,13775,12242,13678,9026,8401,10785,8117
ENSMUSG00000093273.4,0,0,0,0,0,0,0,0
ENSMUSG00002076984.1,0,0,0,0,0,0,0,0
ENSMUSG00000018372.14,321,513,305,370,189,178,182,177
ENSMUSG00000084930.2,4,4,2,3,1,5,2,2
ENSMUSG00000018363.17,1505,1568,1429,1616,946,799,1509,1382
ENSMUSG00002076856.1,0,0,0,0,0,0,0,0
ENSMUSG00000086481.2,1,0,0,0,0,0,0,0
ENSMUSG00000018362.15,504,612,564,702,458,438,770,659
ENSMUSG00000083356.2,0,0,0,0,0,0,0,0
ENSMUSG00000078607.7,42,40,34,43,18,25,17,15
ENSMUSG00000040481.18,2822,3462,2410,2960,1635,1631,1699,1343
ENSMUSG00000087596.2,1,2,1,0,0,1,0,1
ENSMUSG00000018433.15,842,894,648,757,364,341,496,587
ENSMUSG00000081103.2,1,6,2,1,1,2,1,0
ENSMUSG00000081360.2,0,0,0,0,0,0,0,0
ENSMUSG00000040430.19,2285,2163,2397,2489,1625,1454,2098,1830
ENSMUSG00000081995.2,1,5,0,1,0,2,1,1
ENSMUSG00000086298.2,250,292,221,329,178,174,200,180
ENSMUSG00000087683.2,2,2,3,1,1,3,0,1
ENSMUSG00000085245.2,1,4,1,1,3,3,1,0
ENSMUSG00000087113.2,2,7,5,9,3,5,2,4
ENSMUSG00000020720.14,1400,1651,1438,1675,960,1023,1825,1588
ENSMUSG00000086442.2,6,0,0,7,2,1,1,2
ENSMUSG00000085864.2,0,0,0,0,0,0,0,0
ENSMUSG00000059706.5,0,0,1,0,0,0,0,0
ENSMUSG00000083996.2,0,0,0,0,0,0,0,0
ENSMUSG00000020721.17,1518,1647,1296,1407,862,825,1028,838
ENSMUSG00000098497.3,0,0,0,0,0,0,0,1
ENSMUSG00000020722.6,1,0,1,2,3,4,2,1
ENSMUSG00000020723.4,16,9,3,17,4,4,1,0
ENSMUSG00000087184.2,0,1,0,0,0,0,0,0
ENSMUSG00002076694.1,0,0,0,0,0,0,0,0
ENSMUSG00002076898.1,0,0,0,0,0,0,0,0
ENSMUSG00000040373.13,2,0,1,1,1,2,1,0
ENSMUSG00000050965.15,1203,1079,1152,1091,612,626,497,548
ENSMUSG00000118606.2,0,0,0,1,0,0,0,0
ENSMUSG00000086078.2,0,0,2,0,0,0,0,0
ENSMUSG00000098989.3,0,0,0,0,0,0,0,0
ENSMUSG00000084978.2,2,8,7,3,2,8,0,4
ENSMUSG00000000049.12,4,2,0,2,4,0,4,3
ENSMUSG00000084916.2,0,0,0,0,0,0,0,0
ENSMUSG00000082544.2,0,0,0,0,0,0,0,0
ENSMUSG00000020728.18,86,207,131,212,99,103,61,38
ENSMUSG00000086761.2,1,1,0,0,0,0,1,0
ENSMUSG00000081016.2,0,1,0,3,2,0,0,0
ENSMUSG00000083723.2,1,1,0,1,0,0,0,0
ENSMUSG00000085811.2,1,4,1,3,1,1,0,1
ENSMUSG00000000142.16,74,40,38,49,40,45,77,50
ENSMUSG00000086268.2,1,0,0,0,1,0,0,0
ENSMUSG00000081392.2,0,0,0,0,0,0,0,0
ENSMUSG00000119031.1,0,0,0,0,0,0,0,0
ENSMUSG00000078605.3,0,0,0,0,0,0,0,0
ENSMUSG00000081524.4,5,2,1,2,2,1,0,2
ENSMUSG00000020599.14,25,21,33,27,12,16,6,3
ENSMUSG00000099630.2,0,0,0,0,0,1,0,0
ENSMUSG00000056687.10,33,47,21,17,18,25,31,42
ENSMUSG00000020611.15,1201,1085,984,1129,684,679,937,887
ENSMUSG00000045065.8,1,0,0,1,0,0,1,0
ENSMUSG00000020610.18,871,831,730,905,552,487,879,847
ENSMUSG00000085326.2,0,0,0,0,0,0,0,0
ENSMUSG00000041920.15,161,184,135,316,141,132,225,228
ENSMUSG00002076680.1,0,1,0,1,1,0,0,0
ENSMUSG00000020604.14,98,119,68,87,65,45,47,35
ENSMUSG00000088106.3,0,0,0,0,0,0,0,0
ENSMUSG00000041895.16,1410,1380,1684,2070,1702,1560,2525,2232
ENSMUSG00000086733.2,1,1,1,0,0,1,0,0
ENSMUSG00000020612.17,12882,12364,11236,14932,9945,9278,10938,11190
ENSMUSG00000020614.14,72,59,79,100,86,68,73,93
ENSMUSG00000085734.2,0,0,0,0,0,0,0,0
ENSMUSG00000020617.14,0,0,0,0,0,0,0,0
ENSMUSG00000087139.2,0,0,0,0,0,0,0,0
ENSMUSG00000087393.2,0,0,0,0,0,0,0,0
ENSMUSG00000020620.15,156,254,394,515,393,301,564,396
ENSMUSG00000085629.2,0,1,1,2,2,0,0,0
ENSMUSG00000041828.16,826,967,1681,1881,1668,1399,2150,1560
ENSMUSG00000041797.8,588,703,839,878,623,542,542,397
ENSMUSG00000044749.14,143,273,187,256,280,177,209,155
ENSMUSG00000018800.15,312,285,365,405,166,249,424,344
ENSMUSG00000020623.12,354,364,348,407,198,208,155,108
ENSMUSG00000085985.2,2,2,1,1,0,0,0,2
ENSMUSG00000051497.16,0,0,0,0,0,0,0,0
ENSMUSG00000041695.3,998,1170,1205,1145,773,680,1286,1223
ENSMUSG00000082272.2,8,2,5,1,1,2,5,3
ENSMUSG00000082448.2,0,0,0,0,0,0,0,0
ENSMUSG00000081666.2,1,3,3,5,0,0,0,2
ENSMUSG00000086752.2,0,0,0,0,0,0,0,0
ENSMUSG00000081088.2,0,0,0,0,0,0,0,0
ENSMUSG00000085324.2,0,0,0,0,0,0,0,0
ENSMUSG00000041674.17,1,3,1,4,0,3,1,0
ENSMUSG00000000567.6,346,319,253,296,226,172,59,81
ENSMUSG00000075437.5,0,0,0,0,0,0,0,0
ENSMUSG00000020624.4,1,0,0,0,0,0,0,0
ENSMUSG00000087259.8,7,5,2,4,2,3,1,2
ENSMUSG00000085421.2,0,0,0,0,0,0,0,0
ENSMUSG00000041654.16,160,129,124,142,74,73,54,61
ENSMUSG00000078251.3,0,0,0,1,1,0,0,0
ENSMUSG00000047904.7,1,1,1,4,1,0,0,0
ENSMUSG00000018661.18,424,515,425,478,300,275,396,421
ENSMUSG00000041629.8,418,378,332,379,202,192,241,241
ENSMUSG00000083339.2,0,1,0,3,3,2,2,0
ENSMUSG00000041623.18,235,241,214,233,116,115,136,105
ENSMUSG00000018727.20,21,27,24,29,11,13,4,14
ENSMUSG00000041598.8,434,393,339,481,301,259,469,366
ENSMUSG00000083090.2,0,0,0,0,0,1,0,0
ENSMUSG00000041592.17,164,126,84,118,72,71,19,13
ENSMUSG00000086760.2,0,0,0,0,0,0,0,0
ENSMUSG00000086135.2,0,1,0,0,0,0,0,0
ENSMUSG00000078600.2,6,0,6,2,3,1,0,0
ENSMUSG00000085844.2,0,0,0,0,0,0,0,0
ENSMUSG00000075431.7,0,0,0,0,0,0,0,0
ENSMUSG00000081548.2,0,0,0,0,0,0,0,0
ENSMUSG00000062391.4,0,3,3,2,3,0,19,8
ENSMUSG00000083769.2,2,0,1,0,0,1,0,2
ENSMUSG00000057322.13,889,806,713,849,413,473,420,430
ENSMUSG00000034714.10,399,371,430,518,283,276,106,105
ENSMUSG00000034706.17,16,9,12,10,10,2,0,3
ENSMUSG00000010021.14,4,1,3,6,0,3,3,3
ENSMUSG00000000202.10,1,0,2,3,1,0,1,0
ENSMUSG00000034677.10,0,0,0,0,0,0,0,0
ENSMUSG00000051043.17,200,159,146,205,121,114,125,109
ENSMUSG00000034652.13,36,37,29,22,19,30,20,24
ENSMUSG00000083237.2,2,0,0,0,0,0,0,0
ENSMUSG00000063193.10,10,14,7,11,8,10,11,12
ENSMUSG00000083677.2,0,0,0,0,0,0,1,0
ENSMUSG00000058728.16,0,0,0,0,1,0,0,0
ENSMUSG00000034641.3,7,9,4,6,5,9,57,40
ENSMUSG00000044811.14,26,15,8,16,12,14,24,25
ENSMUSG00000089753.10,1,0,0,0,0,0,0,1
ENSMUSG00000069609.8,0,0,0,0,1,0,2,1
ENSMUSG00000089722.3,0,0,0,0,0,0,0,0
ENSMUSG00000069607.5,0,0,1,1,0,0,0,1
ENSMUSG00000048498.8,1,1,0,1,0,0,0,11
ENSMUSG00000020732.14,14,17,10,17,24,26,11,8
ENSMUSG00000047798.16,14,18,6,10,2,3,7,5
ENSMUSG00000020733.4,139,99,96,140,82,85,96,86
ENSMUSG00000015542.18,249,254,145,269,149,145,244,273
ENSMUSG00000045980.14,168,141,129,180,103,118,182,161
ENSMUSG00000020734.14,27,27,16,14,6,7,13,7
ENSMUSG00002076450.1,0,0,0,0,0,0,0,0
ENSMUSG00000018861.9,175,164,152,157,124,100,132,101
ENSMUSG00000044788.11,44,33,42,39,16,28,48,41
ENSMUSG00000050201.10,1,3,0,3,3,2,0,0
ENSMUSG00000045288.11,3,2,1,1,2,0,5,2
ENSMUSG00000018862.12,0,0,0,0,0,0,0,0
